image_name,gray_matter_percentage,white_matter_percentage
NA13-355_H02P23TB525P-183483_level-0.tiff,63.89519687117452,36.10480312882548
NA14-071_H02P23TB526P-183894_level-0.tiff,57.49254082044325,42.50745917955675
NA14-161_H02N23498P12-204689_level-0.tiff,53.810898629298585,46.189101370701415
NA14-161_H02N23498P12-204690_level-0.tiff,46.3179087158459,53.6820912841541
NA16-035_H02N23TB510P-171019_level-0.tiff,68.45719623353939,31.542803766460604
NA16-125_H02IBC423P-190348_level-0.tiff,56.04051545174302,43.959484548256974
NA16-323_H02N23TB509P-170917_level-0.tiff,52.1339756381608,47.8660243618392
NA17-378_H02N23496P12-193660_level-0.tiff,80.57066778344694,19.42933221655306
NA17-378_H02N23496P12-193661_level-0.tiff,80.58518159277044,19.41481840722956
NA18-181_H02N23498P12-204695_level-0.tiff,53.53582348642165,46.46417651357835
NA18-181_H02N23498P12-204696_level-0.tiff,52.15031028226815,47.84968971773185
NA18-314_H02N23484P12-195176_level-0.tiff,75.78241682763066,24.217583172369352
NA18-381_H02IBC430P-240101_level-0.tiff,63.45772567931266,36.54227432068734
NA18-381_H02IBC430P-240102_level-0.tiff,64.40770453594835,35.592295464051645
NA18-381_H02N23498P12-197732_level-0.tiff,63.83159167102057,36.16840832897943
NA18-381_H02N23498P12-197733_level-0.tiff,64.31414214084735,35.68585785915265
NA18-381_H02N23498P12-197734_level-0.tiff,62.83778023748193,37.16221976251806
NA19-041_H02IBC433P-188017_level-0.tiff,57.08098212063631,42.91901787936369
NA19-100_H02P23TB519P-177345_level-0.tiff,64.19787290728081,35.8021270927192
NA19-100_H02P23TB519P-177347_level-0.tiff,55.711743200372254,44.28825679962775
NA19-100_H02P23TB519P-177348_level-0.tiff,65.05872628840893,34.94127371159106
NA19-100_H02P23TB519P-177357_level-0.tiff,56.74303780404792,43.25696219595208
NA19-100_H02P23TB519P-177358_level-0.tiff,44.98911685185195,55.01088314814805
NA19-207_H02N23498P12-197754_level-0.tiff,79.48055781910095,20.51944218089905
NA19-207_H02N23498P12-197757_level-0.tiff,46.561378274721946,53.43862172527805
NA19-207_H02N23498P12-197758_level-0.tiff,46.19623518260651,53.803764817393485
NA19-207_H02N23498P12-197759_level-0.tiff,47.49446135215592,52.50553864784408
NA19-207_H02N23498P12-197761_level-0.tiff,47.063958501145,52.936041498855005
NA19-220_H02IBC430P-240103_level-0.tiff,60.535688069269696,39.464311930730304
NA19-220_H02N23487P12-212562_level-0.tiff,66.6779318924655,33.32206810753451
NA19-220_H02N23487P12-212563_level-0.tiff,63.42881270750544,36.57118729249456
NA19-295_H02N23496P12-193665_level-0.tiff,59.41680557208796,40.583194427912034
NA19-295_H02N23496P12-193666_level-0.tiff,55.7149521554679,44.2850478445321
NA20-159_H02IBC429P-229418_level-0.tiff,64.18206529099301,35.81793470900699
NA20-273_H02P23TB523P-199472_level-0.tiff,44.33732125152407,55.66267874847593
NA20-273_H02P23TB523P-199473_level-0.tiff,51.66403602416193,48.33596397583807
NA21-086_H02N23484P12-195179_level-0.tiff,38.9848355246637,61.01516447533629
NA21-086_H02N23484P12-195180_level-0.tiff,49.05850245295879,50.9414975470412
NA21-086_H02N23484P12-195182_level-0.tiff,38.94172506575344,61.05827493424656
NA21-402_H02IBC418P-210098_level-0.tiff,67.2830164607414,32.71698353925861
NA21-402_H02IBC418P-210099_level-0.tiff,64.30266316978074,35.69733683021925
NA22-130_H02N23500P12-211173_level-0.tiff,32.788477529007146,67.21152247099286
NA22-130_H02N23500P12-211174_level-0.tiff,34.251586467648906,65.7484135323511
NA22-251_H02N23TB509P-169317_level-0.tiff,50.95180818483315,49.04819181516685
NA22-251_H02P23TB526P-176546_level-0.tiff,48.40733391295287,51.592666087047135
NA22-251_H02P23TB526P-176547_level-0.tiff,51.6633558711678,48.3366441288322
NA22-251_H02P23TB526P-176548_level-0.tiff,76.95865699401271,23.04134300598728
NA22-251_H02P23TB526P-176549_level-0.tiff,76.6162766549052,23.38372334509479
NA22-251_H02P23TB526P-176550_level-0.tiff,77.2956441360237,22.704355863976293
NA22-251_H02P23TB526P-176551_level-0.tiff,50.40200423471737,49.59799576528263
NA22-251_H02P23TB526P-176552_level-0.tiff,52.373378733641815,47.62662126635818
NA22-251_H02P23TB526P-176553_level-0.tiff,52.41399886253804,47.58600113746197
NA23-060_H02FBC343P-191583_level-0.tiff,36.83540911177244,63.16459088822756
NA23-060_H02FBC343P-191584_level-0.tiff,27.976371540826214,72.02362845917378
NA23-060_H02FBC343P-191585_level-0.tiff,66.27016901277587,33.72983098722413
NA23-060_H02FBC343P-191586_level-0.tiff,52.20128645889254,47.79871354110746
NA23-060_H02FBC343P-191587_level-0.tiff,68.79249948276697,31.20750051723303
NA23-060_H02FBC343P-191588_level-0.tiff,56.41612302778397,43.58387697221603
NA23-060_H02FBC343P-191589_level-0.tiff,28.40228232973113,71.59771767026888
NA23-060_H02FBC343P-191590_level-0.tiff,14.638110131326028,85.36188986867397
NA23-060_H02FBC343P-191591_level-0.tiff,55.17643367704763,44.82356632295236
NA23-060_H02FBC343P-191592_level-0.tiff,73.23016181393403,26.769838186065964
NA23-060_H02FBC343P-191594_level-0.tiff,64.56209067076404,35.437909329235964
NA23-060_H02FBC343P-191595_level-0.tiff,57.66339115083026,42.33660884916974
NA23-121_H02N23497P12-201014_level-0.tiff,52.1726749376597,47.8273250623403
NA23-121_H02N23497P12-201018_level-0.tiff,51.08792426231684,48.91207573768316
NA23-121_H02N23497P12-201021_level-0.tiff,49.676327524025496,50.3236724759745
NA23-121_H02N23497P12-201023_level-0.tiff,62.78054001298972,37.21945998701029
NA23-121_H02N23497P12-201025_level-0.tiff,44.17060518610623,55.82939481389377
NA23-168_H02IBC433P-191757_level-0.tiff,46.15304966452501,53.846950335474986
NA23-168_H02P23TB523P-202444_level-0.tiff,37.16801652261408,62.83198347738592
NA23-298_H02N23TB512P-172715_level-0.tiff,62.81396256957408,37.18603743042593
NA24-002_H02IBC433P-192149_level-0.tiff,61.84421931125292,38.15578068874707
NA24-002_H02IBC433P-192150_level-0.tiff,63.0289851418659,36.9710148581341
NA24-002_H02IBC433P-192155_level-0.tiff,64.6630196248273,35.33698037517269
NA24-002_H02IBC433P-192156_level-0.tiff,51.41982510058535,48.58017489941465
NA24-002_H02IBC433P-192158_level-0.tiff,48.4818303887312,51.5181696112688
NA24-002_H02IBC433P-192159_level-0.tiff,48.34235852106693,51.65764147893308
NA24-188_H02IBC418P-217031_level-0.tiff,53.55563492081335,46.44436507918665
NA24-188_H02IBC418P-217033_level-0.tiff,51.44208746036648,48.55791253963353
NA24-188_H02IBC418P-217040_level-0.tiff,58.25623269419881,41.7437673058012
NA24-188_H02IBC418P-217043_level-0.tiff,53.85325481526399,46.14674518473601
NA24-188_H02IBC418P-217061_level-0.tiff,45.26174113999002,54.73825886000998
